Elapsed Time (s),Speed (kph)
334,83.79
334.1,84.15
334.2,84.98
334.3,85.25
334.4,86.15
334.5,86.38
334.6,86.42
334.7,85.36
334.8,84.58
334.9,84.15
335,83.35
335.1,82.45
335.2,81.93
335.3,81.08
335.4,80.38
335.5,79.71
335.6,78.79
335.7,77.68
335.8,76.99
335.9,76.46
336,75.65
336.1,74.72
336.2,74.02
336.3,73.21
336.4,72.72
336.5,71.54
336.6,70.72
336.7,69.94
336.8,68.86
336.9,68.13
337,67.3
337.1,66.55
337.2,66.09
337.3,65.28
337.4,64.7
337.5,63.93
337.6,62.59
337.7,61.03
337.8,59.24
337.9,57.92
338,56.99
338.1,55.92
338.2,54.97
338.3,54.3
338.4,53.27
338.5,52.66
338.6,51.8
338.7,51.04
338.8,50.07
338.9,49.23
339,48.67
339.1,47.72
339.2,46.95
339.3,45.98
339.4,45.34
339.5,44.66
339.6,43.53
339.7,42.91
339.8,42.11
339.9,41.04
340,40.22
340.1,39.24
340.2,38.56
340.3,37.4
340.4,36.69
340.5,35.53
340.6,35.25
340.7,34.31
340.8,33.43
340.9,32.62
341,32.2
341.1,31.97
341.2,31.72
341.3,31.7
341.4,31.57
341.5,31.29
341.6,31.22
341.7,31.33
341.8,31.51
341.9,31.65
342,32.09
342.1,32.63
342.2,32.56
342.3,33.13
342.4,33.82
342.5,34.62
342.6,35.43
342.7,35.96
342.8,37.42
342.9,38.96
343,39.89
343.1,41.7
343.2,43.62
343.3,45.62
343.4,47.13
343.5,49.12
343.6,50.75
343.7,52.61
343.8,54.49
343.9,56.29
344,58.1
344.1,60
344.2,61.65
344.3,63.53
344.4,65.02
344.5,66.86
344.6,68.38
344.7,69.83
344.8,70.1
344.9,69.32
345,70.39
345.1,71.43
345.2,72.21
345.3,73.74
345.4,75.03
345.5,76.74
345.6,78.61
345.7,79.37
345.8,80.36
345.9,81.35
346,82.32
346.1,83.35
346.2,84.52
346.3,85.99
346.4,87.82
346.5,89.53
346.6,90.81
346.7,92.42
346.8,93.99
346.9,95.65
347,96.64
347.1,97.81
347.2,99.27
347.3,100.17
347.4,101.24
347.5,102.36
347.6,102.58
347.7,102.62
347.8,102.54
347.9,101.72
348,100.87
348.1,100.13
348.2,99.7
348.3,98.51
348.4,97.91
348.5,96.75
348.6,96.48
348.7,95.22
348.8,94.36
348.9,93.93
349,92.65
349.1,91.95
349.2,91.1
349.3,90.16
349.4,89.41
349.5,88.63
349.6,87.94
349.7,86.93
349.8,86
349.9,85.3
350,84.69
350.1,83.74
350.2,82.71
350.3,82.18
350.4,81.38
350.5,80.44
350.6,79.93
350.7,78.96
350.8,78.45
350.9,77.62
351,76.97
351.1,76.2
351.2,75.45
351.3,74.6
351.4,74.1
351.5,73.65
351.6,73.25
351.7,72.99
351.8,72.46
351.9,71.92
352,71.39
352.1,70.74
352.2,70.26
352.3,69.59
352.4,68.98
352.5,68.37
352.6,67.7
352.7,67.03
352.8,66.56
352.9,65.78
353,65.15
353.1,65
353.2,64.92
353.3,64.46
353.4,64.09
353.5,64.02
353.6,63.76
353.7,63.41
353.8,63.12
353.9,63.4
354,62.42
354.1,62.61
354.2,61.93
354.3,62.15
354.4,61.96
354.5,61.19
354.6,60.85
354.7,60.77
354.8,60.52
354.9,59.89
355,59.32
355.1,59.41
355.2,58.42
355.3,57.88
355.4,58.01
355.5,57.1
355.6,56.9
355.7,56.52
355.8,55.93
355.9,55.42
356,54.79
356.1,54.4
356.2,54.11
356.3,52.84
356.4,52.72
356.5,52.57
356.6,52.06
356.7,51.8
356.8,51.59
356.9,51.18
357,50.82
357.1,50.41
357.2,50.65
357.3,50.06
357.4,49.35
357.5,49.24
357.6,48.85
357.7,48.29
357.8,48.51
357.9,47.48
358,47.31
358.1,46.87
358.2,46.39
358.3,46.17
358.4,44.98
358.5,45.04
358.6,44.53
358.7,43.84
358.8,43.42
358.9,42.31
359,41.81
359.1,41.65
359.2,41.26
359.3,41.51
359.4,40.84
359.5,42.73
359.6,41.26
359.7,39.89
359.8,39.22
359.9,38.77
360,38
360.1,37.41
360.2,36.75
360.3,36.29
360.4,35.54
360.5,35.2
360.6,34.23
360.7,33.5
360.8,33.42
360.9,32.44
361,32.04
361.1,31.2
361.2,30.04
361.3,29.2
361.4,28.73
361.5,28.86
361.6,27.62
361.7,26.69
361.8,26.81
361.9,26.38
362,25.93
362.1,24.9
362.2,24.79
362.3,24.87
362.4,24.05
362.5,24.17
362.6,24.17
362.7,24.1
362.8,23.91
362.9,23.7
363,24.21
363.1,24.62
363.2,25.12
363.3,24.7
363.4,25.66
363.5,26.14
363.6,26.44
363.7,26.49
363.8,27.03
363.9,27.2
364,27.5
364.1,28.15
364.2,28.22
364.3,28.27
364.4,28.55
364.5,29.17
364.6,29.47
364.7,29.57
364.8,29.48
364.9,29.82
365,29.3
365.1,29.18
365.2,28.83
365.3,28.88
365.4,28.57
365.5,28.13
365.6,27.39
365.7,26.86
365.8,26.06
365.9,25.15
366,24.04
366.1,24.32
366.2,23.67
366.3,22.65
366.4,22.36
366.5,21.88
366.6,21.54
366.7,20.98
366.8,20.51
366.9,19.74
367,18.81
367.1,18.64
367.2,17.8
367.3,17.78
367.4,17.19
367.5,16.46
367.6,16.29
367.7,16.28
367.8,16.13
367.9,15.83
368,15.36
368.1,15.29
368.2,15.44
368.3,14.54
368.4,14.23
368.5,14.33
368.6,14.13
368.7,13.93
368.8,13.61
368.9,13.78
369,13.59
369.1,13.18
369.2,13.62
369.3,13.15
369.4,13.01
369.5,12.7
369.6,12.2
369.7,11.89
369.8,11.33
369.9,11
370,11.37
370.1,11.49
370.2,11.08
370.3,10.99
370.4,10.92
370.5,10.38
370.6,9.93
370.7,9.6
370.8,9.76
370.9,9.04
371,9.38
371.1,9.13
371.2,8.24
371.3,7.78
371.4,8.31
371.5,7.94
371.6,7.62
371.7,7.14
371.8,7.22
371.9,6.62
372,6.03
372.1,5.2
372.2,4.49
372.3,3.7
372.4,3.12
372.5,2.39
372.6,1.55
372.7,0.59
372.8,0.34
372.9,0.32
373,0.42
373.1,0.44
373.2,0.2
373.3,0.29
373.4,0.43
373.5,0.19
373.6,0.47
373.7,1.16
373.8,2.02
373.9,2.64
374,3.5
374.1,3.69
374.2,4.7
374.3,5.29
374.4,6.47
374.5,7.36
374.6,7.93
374.7,9.56
374.8,10.47
374.9,10.72
375,11.89
375.1,13.14
375.2,14.8
375.3,15.22
375.4,15.83
375.5,17.43
375.6,18.52
375.7,19.75
375.8,22
375.9,22.47
376,22.77
376.1,23.52
376.2,23.87
376.3,24.4
376.4,24.31
376.5,23.92
376.6,23.63
376.7,23.56
376.8,22.63
376.9,23.06
377,22.06
377.1,21.62
377.2,21.39
377.3,20.78
377.4,20.89
377.5,20.35
377.6,20.67
377.7,20.66
377.8,19.54
377.9,19.76
378,19.82
378.1,19.38
378.2,19.87
378.3,20.72
378.4,20.96
378.5,20.96
378.6,21.77
378.7,21.94
378.8,21.47
378.9,21.92
379,22.87
379.1,22.55
379.2,23.14
379.3,24.18
379.4,23.71
379.5,23.81
379.6,23.68
379.7,23.44
379.8,22.14
379.9,21.39
380,21.11
380.1,20.92
380.2,20.13
380.3,19.41
380.4,19.11
380.5,17.7
380.6,17.12
380.7,16.74
380.8,16.22
380.9,15.28
381,15.04
381.1,14.25
381.2,13.66
381.3,12.89
381.4,12.35
381.5,12.11
381.6,11.95
381.7,12.33
381.8,12
381.9,11.81
382,12.02
382.1,12.12
382.2,11.8
382.3,12.01
382.4,12.9
382.5,13.33
382.6,14.01
382.7,14.7
382.8,15.65
382.9,16.75
383,17.19
383.1,18.19
383.2,18.88
383.3,19.04
383.4,20.17
383.5,20.72
383.6,22.68
383.7,22.95
383.8,24.5
383.9,22.8
384,24.43
384.1,26.1
384.2,27.86
384.3,26.72
384.4,27.82
384.5,29.12
384.6,29.53
384.7,29.85
384.8,31.56
384.9,31.7
385,32.1
385.1,33.04
385.2,33.63
385.3,33.99
385.4,34.6
385.5,35.43
385.6,35.33
385.7,35.61
385.8,36.54
385.9,36.75
386,37.54
386.1,38.12
386.2,38.47
386.3,38.5
386.4,38.35
386.5,38.98
386.6,39.99
386.7,40.72
386.8,40.03
386.9,40.27
387,41.15
387.1,41.07
387.2,41.21
387.3,41.76
387.4,41.85
387.5,42.1
387.6,42.57
387.7,42.39
387.8,42.32
387.9,42.68
388,42.96
388.1,43.28
388.2,42.92
388.3,43.05
388.4,43.74
388.5,43.48
388.6,44.01
388.7,43.74
388.8,43.86
388.9,44.79
389,44.66
389.1,44.55
389.2,45.21
389.3,44.93
389.4,45.5
389.5,46.02
389.6,45.89
389.7,45.92
389.8,46.41
389.9,47.09
390,47.52
390.1,49.09
390.2,49.82
390.3,50.69
390.4,51.94
390.5,53.55
390.6,54.84
390.7,55.37
390.8,56.53
390.9,57.12
391,58.13
391.1,61.1
391.2,61.63
391.3,62
391.4,62.47
391.5,63.37
391.6,64.03
391.7,63.76
391.8,64.61
391.9,63.87
392,64.3
392.1,62.74
392.2,61.66
392.3,61.56
392.4,60.18
392.5,59.8
392.6,58.75
392.7,58.36
392.8,57.14
392.9,56.63
393,55.29
393.1,54.98
393.2,53.8
393.3,52.7
393.4,51.53
393.5,50.7
393.6,49.53
393.7,48.76
393.8,47.6
393.9,46.5
394,45.59
394.1,44.67
394.2,43.7
394.3,42.47
394.4,41.97
394.5,40.93
394.6,39.88
394.7,39.04
394.8,38.56
394.9,37.47
395,37.13
395.1,36.47
395.2,35.65
395.3,35.14
395.4,34.15
395.5,33.85
395.6,32.87
395.7,32.67
395.8,32.04
395.9,31.37
396,30.79
396.1,30.13
396.2,28.99
396.3,28.5
396.4,27.66
396.5,26.94
396.6,26.11
396.7,25.28
396.8,24.81
396.9,23.89
397,22.86
397.1,22.58
397.2,21.55
397.3,20.4
397.4,20.2
397.5,19.3
397.6,18.96
397.7,18.53
397.8,17.8
397.9,17.74
398,17.48
398.1,17.5
398.2,17.71
398.3,17.33
398.4,17.04
398.5,16.87
398.6,16.45
398.7,16.17
398.8,15.71
398.9,15.91
399,15.45
399.1,15.17
399.2,15.25
399.3,15.48
399.4,16.11
399.5,16.67
399.6,16.95
399.7,17.17
399.8,17.27
399.9,18.19
400,18.44
400.1,18.29
400.2,19.2
400.3,20.1
400.4,19.78
400.5,20.24
400.6,21.81
400.7,22.06
400.8,23.58
400.9,24.86
401,25.95
401.1,26.37
401.2,27.67
401.3,29.45
401.4,31.37
401.5,31.74
401.6,31.97
401.7,34.49
401.8,35.7
401.9,37.39
402,37.27
402.1,38.9
402.2,40.12
402.3,40.81
402.4,41.21
402.5,42.3
402.6,42.08
402.7,42.22
402.8,41.75
402.9,40.92
403,40.78
403.1,40.22
403.2,39.49
403.3,38.68
403.4,37.59
403.5,36.31
403.6,35.62
403.7,34.53
403.8,33.9
403.9,32.05
404,31.89
404.1,30.19
404.2,29.43
404.3,27.8
404.4,26.84
404.5,26.13
404.6,25.08
404.7,24.23
404.8,23.36
404.9,22.67
405,21.84
405.1,21.06
405.2,20.66
405.3,19.64
405.4,19.08
405.5,18.32
405.6,18.19
405.7,17.21
405.8,16.77
405.9,16.25
406,16
406.1,15.86
406.2,15.62
406.3,15.34
406.4,15.12
406.5,14.61
406.6,14.76
406.7,15.3
406.8,14.8
406.9,15.14
407,14.81
407.1,15.2
407.2,14.66
407.3,14.66
407.4,15.36
407.5,15.78
407.6,16.31
407.7,17.12
407.8,17.26
407.9,16.32
408,16.54
408.1,17.95
408.2,19.94
408.3,20.64
408.4,22.01
408.5,22.63
408.6,23.17
408.7,23.41
408.8,24.68
408.9,25.5
409,27.34
409.1,28.22
409.2,28.6
409.3,29.23
409.4,29.53
409.5,29.67
409.6,29.52
409.7,29.24
409.8,29.09
409.9,29.43
410,28.3
410.1,27
410.2,26.24
410.3,25.81
410.4,24.83
410.5,23.71
410.6,23.32
410.7,22.92
410.8,21.74
410.9,21.25
411,20.8
411.1,20.33
411.2,19.14
411.3,18.76
411.4,17.31
411.5,16.51
411.6,16.78
411.7,15.99
411.8,16.1
411.9,16.67
412,16.78
412.1,16.48
412.2,16.3
412.3,16.14
412.4,15.54
412.5,15.06
412.6,14.58
412.7,14.36
412.8,13.79
412.9,13.36
413,12
413.1,12.68
413.2,12.24
413.3,10.72
413.4,10.8
413.5,10.26
413.6,9.72
413.7,9.29
413.8,9.59
413.9,8.7
414,8.43
414.1,7.97
414.2,6.75
414.3,6.8
414.4,6.59
414.5,6.61
414.6,5.19
414.7,5.01
414.8,4.85
414.9,4.49
415,5.03
415.1,4.69
415.2,3.85
415.3,3.1
415.4,2.78
415.5,2.11
415.6,1.41
415.7,1.19
415.8,0.8
415.9,0.31
416,0.22
416.1,0.27
416.2,0.37
416.3,0.54
416.4,0.55
416.5,0.74
416.6,0.66
416.7,0.86
416.8,0.83
416.9,0.64
417,1.01
417.1,1.68
417.2,1.32
417.3,1.88
417.4,1.63
417.5,1.36
417.6,1.61
417.7,1.94
417.8,1.83
417.9,2.13
418,2.21
418.1,1.84
418.2,1.51
418.3,1.18
418.4,1.99
418.5,1.94
418.6,1.54
418.7,1.94
418.8,1.98
418.9,1.55
419,1.96
419.1,2.65
419.2,1.72
419.3,2.17
419.4,2.94
419.5,2.53
419.6,1.26
419.7,2.33
419.8,2.86
419.9,1.89
420,1.83
420.1,1.74
420.2,1.58
420.3,1.88
420.4,1.47
420.5,1.77
420.6,2.15
420.7,1.88
420.8,1.66
420.9,0.93
421,0.98
421.1,0.6
421.2,0.39
421.3,0.48
421.4,0.32
421.5,0.05
421.6,0.34
421.7,0.31
421.8,0.56
421.9,0.82
422,0.9
422.1,0.98
422.2,0.93
422.3,0.7
422.4,0.2
422.5,0.16
422.6,0.12
422.7,0.35
422.8,0.27
422.9,0.63
423,0.93
423.1,1.1
423.2,1.24
423.3,1.61
423.4,0.93
423.5,0.65
423.6,0.31
423.7,0.39
423.8,0.15
423.9,0.39
424,0.11
424.1,0.44
424.2,0.11
424.3,1.1
424.4,0.26
424.5,0.47
424.6,0.48
424.7,0.89
424.8,1
424.9,1.54
425,2.05
425.1,0.56
425.2,1.09
425.3,0.94
425.4,0.25
425.5,0.11
425.6,0.57
425.7,0.21
425.8,0.43
425.9,0.5
426,0.17
426.1,0.43
426.2,0.28
426.3,0.57
426.4,0.44
426.5,1.28
426.6,1.08
426.7,0.03
426.8,0.1
426.9,0.13
427,0.02
427.1,0.04
427.2,0.05
427.3,0.02
427.4,0.06
427.5,0.05
427.6,0.19
427.7,0.04
427.8,1.01
427.9,0.62
428,0.72
428.1,0.3
428.2,0.36
428.3,0.45
428.4,0.33
428.5,0.32
428.6,0.13
428.7,0.17
428.8,0.12
428.9,0.18
429,12.6
429.1,12.01
429.2,12.9
429.3,12.69
429.4,13.36
429.5,13.18
429.6,14.15
429.7,13.67
429.8,13.35
429.9,13.35
430,14.52
430.1,13.96
430.2,13.97
430.3,14.77
430.4,14.53
430.5,13.88
430.6,14.73
430.7,14.17
430.8,14.17
430.9,13.72
431,14.31
431.1,13.71
431.2,14.09
431.3,14.64
431.4,14.59
431.5,14.65
431.6,14.59
431.7,15.09
431.8,15.15
431.9,15.12
432,16.11
432.1,15.87
432.2,16.23
432.3,16.08
432.4,16.75
432.5,16.53
432.6,16.54
432.7,16.79
432.8,16.63
432.9,16.8
433,16.82
433.1,16.84
433.2,16.82
433.3,16.54
433.4,16.73
433.5,16.73
433.6,16.65
433.7,17.34
433.8,16.58
433.9,16.54
434,16.6
434.1,16.37
434.2,16.59
434.3,16.38
434.4,16.15
434.5,16.24
434.6,15.94
434.7,15.97
434.8,15.92
434.9,16.16
435,16.06
435.1,16.43
435.2,16.23
435.3,16.63
435.4,16.36
435.5,16.85
435.6,16.58
435.7,16.52
435.8,16.79
435.9,16.78
436,16.76
436.1,16.96
436.2,16.99
436.3,17.39
436.4,17.03
436.5,17.13
436.6,17.02
436.7,17.18
436.8,17.19
436.9,17.1
437,17
437.1,16.98
437.2,17.09
437.3,17.41
437.4,17.27
437.5,16.98
437.6,17.51
437.7,17.46
437.8,17.38
437.9,17.75
438,17.62
438.1,17.81
438.2,17.87
438.3,17.88
438.4,17.86
438.5,18.19
438.6,17.98
438.7,18.1
438.8,17.91
438.9,18.1
439,18.26
439.1,18.17
439.2,18.61
439.3,18.57
439.4,18.91
439.5,18.59
439.6,19.04
439.7,19.05
439.8,19.08
439.9,19.1
440,19.53
440.1,19.69
440.2,19.1
440.3,19.57
440.4,19.69
440.5,19.74
440.6,19.96
440.7,20.02
440.8,20.53
440.9,19.92
441,20.5
441.1,20.56
441.2,20.43
441.3,20.69
441.4,21.33
441.5,20.77
441.6,21.29
441.7,21.51
441.8,21.44
441.9,21.75
442,22.16
442.1,22.1
442.2,22.53
442.3,22.27
442.4,23.01
442.5,23
442.6,23.14
442.7,23.44
442.8,23.43
442.9,23.27
443,23.67
443.1,23.79
443.2,23.75
443.3,23.5
443.4,21.31
443.5,20.41
443.6,20.5
443.7,20.87
443.8,23.44
443.9,23.05
444,23.27
444.1,23.17
444.2,23.04
444.3,22.37
444.4,22.29
444.5,22.21
444.6,22.05
444.7,21.5
444.8,21.46
444.9,21.38
445,21.39
445.1,20.96
445.2,20.9
445.3,21.13
445.4,20.39
445.5,20.5
445.6,20.15
445.7,20.42
445.8,19.83
445.9,19.93
446,19.85
446.1,19.44
446.2,19.93
446.3,19.75
446.4,19.67
446.5,19.61
446.6,19.75
446.7,19.93
446.8,19.87
446.9,19.49
447,20.43
447.1,19.9
447.2,20.3
447.3,20.29
447.4,20.49
447.5,20.57
447.6,20.69
447.7,20.69
447.8,21.17
447.9,20.82
448,21.1
448.1,21
448.2,21.27
448.3,21.36
448.4,21.13
448.5,21.48
448.6,21.73
448.7,21.47
448.8,21.88
448.9,21.73
449,22
449.1,21.95
449.2,22.12
449.3,22.06
449.4,22.21
449.5,21.97
449.6,22.29
449.7,21.89
449.8,22.26
449.9,22.25
450,21.52
450.1,21.59
450.2,21.73
450.3,21.51
450.4,21.21
450.5,20.68
450.6,20.41
450.7,20.36
450.8,19.92
450.9,19.55
451,19.75
451.1,19.71
451.2,18.95
451.3,19.61
451.4,18.86
451.5,19.15
451.6,19.46
451.7,18.51
451.8,18.79
451.9,18.76
452,18.86
452.1,18.28
452.2,18.48
452.3,18.35
452.4,18.5
452.5,18.3
452.6,18.17
452.7,18.46
452.8,18.88
452.9,18.59
453,18.98
453.1,19.8
453.2,19.91
453.3,19.51
453.4,20.48
453.5,21.3
453.6,20.85
453.7,21.19
453.8,21.96
453.9,22.01
454,22.53
454.1,23.13
454.2,22.95
454.3,22.4
454.4,23.58
454.5,23.84
454.6,24.49
454.7,24.14
454.8,24.67
454.9,25.28
455,24.99
455.1,25.58
455.2,25.48
455.3,25.9
455.4,26.01
455.5,25.85
455.6,26.29
455.7,26.26
455.8,26.64
455.9,26.95
456,26.87
456.1,27.12
456.2,26.84
456.3,26.81
456.4,27.2
456.5,26.78
456.6,26.49
456.7,26.18
456.8,26.52
456.9,26.17
457,25.47
457.1,26.02
457.2,25.82
457.3,25.66
457.4,25.72
457.5,26.1
457.6,24.98
457.7,25.33
457.8,25.5
457.9,25.29
458,25.2
458.1,25.06
458.2,24.59
458.3,24.72
458.4,24.56
458.5,24.61
458.6,24.18
458.7,24.48
458.8,24.09
458.9,23.99
459,23.91
459.1,24.33
459.2,23.88
459.3,24.02
459.4,23.77
459.5,24.11
459.6,24.07
459.7,23.94
459.8,24.05
459.9,24.09
460,24.21
460.1,24.39
460.2,24.29
460.3,24.28
460.4,24.39
460.5,24.68
460.6,24.71
460.7,24.69
460.8,24.55
460.9,24.93
461,25.07
461.1,24.93
461.2,25.07
461.3,25.58
461.4,25.04
461.5,24.95
461.6,25.71
461.7,25.45
461.8,25.78
461.9,25.61
462,25.75
462.1,25.62
462.2,25.82
462.3,25.92
462.4,25.89
462.5,25.47
462.6,25.78
462.7,25.73
462.8,25.53
462.9,24.49
463,24.36
463.1,23.66
463.2,23.72
463.3,23.33
463.4,23.01
463.5,23.09
463.6,22.9
463.7,22.69
463.8,22.58
463.9,22.46
464,22.39
464.1,22.08
464.2,21.84
464.3,21.79
464.4,21.61
464.5,21.55
464.6,21.34
464.7,21.27
464.8,21.08
464.9,20.78
465,20.54
465.1,20.71
465.2,20.67
465.3,20.66
465.4,20.52
465.5,20.16
465.6,19.8
465.7,20.35
465.8,20.06
465.9,19.7
466,19.34
466.1,19.24
466.2,19.2
466.3,19.12
466.4,18.76
466.5,18.7
466.6,18.46
466.7,19.16
466.8,19.14
466.9,18.71
467,19.33
467.1,19.25
467.2,18.76
467.3,20.11
467.4,18.65
467.5,19.63
467.6,20.36
467.7,19.86
467.8,20.51
467.9,19.12
468,19.77
468.1,20.57
468.2,20.47
468.3,21.02
468.4,20.53
468.5,21.24
468.6,21.44
468.7,21.64
468.8,22.19
468.9,21.67
469,22.05
469.1,21.22
469.2,21.29
469.3,22.29
469.4,22.52
469.5,23.66
469.6,23.57
469.7,23.91
469.8,25.42
469.9,27.04
470,28.36
470.1,29.44
470.2,31.07
470.3,31.9
470.4,33.32
470.5,34.6
470.6,35.79
470.7,35.99
470.8,37.3
470.9,37.89
471,38.45
471.1,37.99
471.2,38.53
471.3,38.95
471.4,38.44
471.5,37.66
471.6,36.5
471.7,36.47
471.8,35.58
471.9,35.39
472,34.36
472.1,33.84
472.2,33.09
472.3,32.52
472.4,31.98
472.5,31.33
472.6,30.54
472.7,29.95
472.8,28.88
472.9,28.44
473,28.4
473.1,27.2
473.2,26.85
473.3,26.32
473.4,25.84
473.5,25
473.6,24.35
473.7,24.77
473.8,23.7
473.9,23.01
474,22.42
474.1,21.47
474.2,20.65
474.3,20.9
474.4,20.27
474.5,19.38
474.6,19.49
474.7,16.86
474.8,17.16
474.9,17.03
475,17.15
475.1,16.89
475.2,17.06
475.3,16.69
475.4,17.07
475.5,17.27
475.6,16.56
475.7,16.18
475.8,16.3
475.9,15.65
476,16.67
476.1,16.45
476.2,16.82
476.3,17.85
476.4,18.14
476.5,19.46
476.6,20.16
476.7,21.53
476.8,22.2
476.9,23.48
477,24.35
477.1,25.36
477.2,26.52
477.3,27.12
477.4,28.47
477.5,29.65
477.6,30.5
477.7,31.42
477.8,32.63
477.9,34.19
478,34.96
478.1,36.17
478.2,36.6
478.3,37.86
478.4,38.94
478.5,39.69
478.6,40.15
478.7,40.29
478.8,41.82
478.9,43
479,42.13
479.1,43.77
479.2,45.36
479.3,44.75
479.4,46.16
479.5,46.15
479.6,47.29
479.7,47.86
479.8,48.76
479.9,50
480,50.89
480.1,51.25
480.2,51.36
480.3,51.1
480.4,49.88
480.5,48.4
480.6,48.69
480.7,47.62
480.8,46.85
480.9,45.95
481,45.37
481.1,44.34
481.2,43.71
481.3,43.22
481.4,42.18
481.5,41.5
481.6,40.67
481.7,40.26
481.8,39.16
481.9,38.74
482,38.18
482.1,37.41
482.2,36.63
482.3,35.85
482.4,34.96
482.5,33.76
482.6,33.2
482.7,31.56
482.8,30.9
482.9,29.65
483,28.85
483.1,27.86
483.2,26.37
483.3,26.4
483.4,25.16
483.5,24.26
483.6,23.14
483.7,22.16
483.8,21.38
483.9,20.17
484,19.04
484.1,17.87
484.2,17.09
484.3,15.8
484.4,15.04
484.5,14.59
484.6,12.6
484.7,11.68
484.8,11.02
484.9,10.04
485,9.98
485.1,9.27
485.2,9.9
485.3,8.81
485.4,8.4
485.5,8.07
485.6,7.41
485.7,6.95
485.8,7.07
485.9,7
486,6.41
486.1,5.96
486.2,5.79
486.3,5.16
486.4,5.74
486.5,5.28
486.6,5.09
486.7,4.6
486.8,4.26
486.9,3.57
487,2.62
487.1,2.92
487.2,1.23
487.3,0.23
487.4,0.41
487.5,0.26
487.6,0.17
487.7,0.72
487.8,0.65
487.9,0.14
488,0.18
488.1,0.23
488.2,0.3
488.3,0.2
488.4,0.13
488.5,1.04
488.6,1.46
488.7,1.94
488.8,2.22
488.9,3.09
489,3.42
489.1,3.8
489.2,4.9
489.3,5.43
489.4,6.03
489.5,6.67
489.6,7.92
489.7,8.14
489.8,8.98
489.9,9.43
490,9.41
490.1,9.76
490.2,10.02
490.3,10.65
490.4,10.72
490.5,11.03
490.6,11.6
490.7,12.07
490.8,12.3
490.9,12.36
491,12.85
491.1,12.99
491.2,13.56
491.3,13.48
491.4,14.11
491.5,14.14
491.6,14.34
491.7,14.85
491.8,15.13
491.9,15.26
492,15.18
492.1,14.96
492.2,14.91
492.3,14.54
492.4,14.77
492.5,14.62
492.6,14.15
492.7,14.61
492.8,14.06
492.9,13.74
493,14.29
493.1,13.82
493.2,13.43
493.3,12.7
493.4,11.91
493.5,12.26
493.6,12.23
493.7,11.42
493.8,12
493.9,11.49
494,11.55
494.1,11.03
494.2,10.6
494.3,10.4
494.4,9.92
494.5,9.51
494.6,9.28
494.7,9.13
494.8,8.48
494.9,8.25
495,7.84
495.1,7.32
495.2,6.6
495.3,6.49
495.4,6.31
495.5,5.44
495.6,4.82
495.7,4.09
495.8,3.34
495.9,2.53
496,2.13
496.1,1.47
496.2,1.65
496.3,1.38
496.4,1.04
496.5,0.48
496.6,0.14
496.7,0.25
496.8,0.27
496.9,0.26
497,0.25
497.1,0.27
497.2,0.19
497.3,0.18
497.4,0.09
497.5,0.12
497.6,0.1
497.7,1.04
497.8,1.44
497.9,1.9
498,2.34
498.1,2.67
498.2,2.97
498.3,3.96
498.4,4.04
498.5,4.67
498.6,5.14
498.7,5.81
498.8,5.96
498.9,6.88
499,7.17
499.1,7.85
499.2,8
499.3,8.82
499.4,9.1
499.5,9.64
499.6,10.45
499.7,11
499.8,11.53
499.9,12.33
500,12.63
500.1,13.32
500.2,13.75
500.3,14.59
500.4,14.77
500.5,15.45
500.6,16.11
500.7,16.26
500.8,17.02
500.9,17.35
501,18.28
501.1,18.62
501.2,19.11
501.3,19.81
501.4,20.11
501.5,19.87
501.6,19.85
501.7,19.61
501.8,19.71
501.9,19.55
502,19.1
502.1,19.17
502.2,19.19
502.3,18.87
502.4,19.32
502.5,19.34
502.6,19.69
502.7,19.73
502.8,19.67
502.9,19.64
503,20.26
503.1,20.69
503.2,21.01
503.3,21.39
503.4,21.81
503.5,21.83
503.6,21.83
503.7,22.4
503.8,22.99
503.9,23.04
504,23.2
504.1,23.79
504.2,23.88
504.3,23.96
504.4,24.48
504.5,24.45
504.6,24.76
504.7,24.98
504.8,25.19
504.9,25.34
505,26.34
505.1,25.74
505.2,24.96
505.3,25.6
505.4,26.67
505.5,25.98
505.6,25.72
505.7,26.13
505.8,26.61
505.9,26.69
506,26.72
506.1,27.01
506.2,27.14
506.3,27.4
506.4,27.42
506.5,27.53
506.6,27.62
506.7,28.34
506.8,28.25
506.9,28.71
507,29.16
507.1,29.72
507.2,30.05
507.3,30.57
507.4,30.96
507.5,32.16
507.6,31.35
507.7,31.92
507.8,32.2
507.9,32.3
508,32.74
508.1,32.7
508.2,32.64
508.3,32.73
508.4,32.91
508.5,33.28
508.6,32.82
508.7,32.43
508.8,32.86
508.9,32.57
509,32.98
509.1,33.12
509.2,32.9
509.3,32.45
509.4,32.82
509.5,33.06
509.6,32.55
509.7,33.18
509.8,32.93
509.9,32.6
510,33.19
510.1,32.88
510.2,32.91
510.3,33.27
510.4,33.16
510.5,33.23
510.6,33.41
510.7,33.11
510.8,33.37
510.9,33.09
511,33.08
511.1,33.26
511.2,33.39
511.3,33.66
511.4,33.14
511.5,33.25
511.6,33.12
511.7,32.91
511.8,33.05
511.9,32.52
512,32.42
512.1,32.47
512.2,31.97
512.3,32.32
512.4,32.02
512.5,31.65
512.6,31.4
512.7,31.66
512.8,31.4
512.9,31.14
513,31.29
513.1,30.78
513.2,30.74
513.3,30.77
513.4,30.55
513.5,30.38
513.6,30.41
513.7,30.03
